satisfaction_level    last_evaluation    number_project    average_montly_hours    time_spend_company    Work_accident    promotion_last_5years    sales    salary    left_prediction    left_result
0.41    0.51    2.0    159.0    3.0    0.0    0.0    0.17    0.2    0    1
0.78    0.65    3.0    157.0    2.0    0.0    0.0    -0.07    -0.34    0    0
0.5    0.89    3.0    187.0    4.0    1.0    0.0    -0.07    0.2    0    0
0.53    0.52    3.0    233.0    4.0    0.0    0.0    0.17    -0.34    0    0
0.89    0.95    4.0    275.0    5.0    0.0    0.0    -0.19    0.2    0    1
0.88    0.59    4.0    227.0    3.0    0.0    0.0    1.0    0.2    0    0
0.47    0.9    3.0    101.0    2.0    1.0    0.0    0.02    0.2    0    0
0.56    0.75    2.0    264.0    2.0    0.0    0.0    -0.19    -0.34    0    0
0.23    0.66    4.0    212.0    4.0    1.0    0.0    -0.3    -0.34    0    0
0.54    0.88    4.0    170.0    4.0    0.0    0.0    0.9    -0.34    0    0
0.74    1.0    4.0    192.0    4.0    0.0    0.0    -0.19    1.0    0    0
0.29    0.4    6.0    205.0    3.0    0.0    0.0    -0.19    0.2    0    0
0.84    0.56    5.0    224.0    2.0    0.0    0.0    -0.12    0.2    0    0
0.8    0.62    5.0    190.0    4.0    1.0    0.0    0.17    0.2    0    0
0.8    0.68    3.0    160.0    3.0    0.0    0.0    0.9    -0.34    0    0
0.48    0.59    5.0    235.0    3.0    0.0    0.0    0.2    -0.34    0    0
0.85    0.94    5.0    235.0    4.0    0.0    0.0    -0.07    -0.34    0    0
0.39    0.45    2.0    134.0    3.0    0.0    0.0    -0.19    0.2    0    1
0.82    0.84    5.0    173.0    2.0    0.0    0.0    0.9    -0.34    0    0
0.5    0.88    4.0    265.0    3.0    1.0    0.0    -0.07    -0.34    0    0
0.95    0.94    3.0    174.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.76    0.92    3.0    176.0    2.0    0.0    0.0    0.17    0.2    0    0
0.74    0.9    4.0    189.0    2.0    0.0    0.0    0.17    0.2    0    0
0.57    0.56    3.0    191.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.74    0.51    4.0    185.0    2.0    1.0    0.0    -0.12    -0.34    0    0
0.38    0.5    2.0    132.0    3.0    0.0    0.0    -0.3    -0.34    1    1
0.87    0.52    3.0    237.0    3.0    0.0    0.0    -0.12    -0.34    0    0
0.92    0.77    5.0    191.0    2.0    0.0    0.0    -0.19    0.2    0    0
0.38    0.5    2.0    150.0    3.0    1.0    0.0    -0.12    0.2    0    1
0.1    0.92    6.0    285.0    4.0    0.0    0.0    -0.19    -0.34    1    1
0.59    0.93    4.0    146.0    3.0    0.0    0.0    -0.19    0.2    0    0
0.55    0.5    4.0    179.0    3.0    0.0    0.0    -0.19    -0.34    0    0
0.38    0.49    2.0    132.0    3.0    0.0    0.0    -0.12    -0.34    1    1
0.21    0.37    6.0    266.0    3.0    0.0    1.0    -0.56    0.2    0    0
0.91    0.6    4.0    235.0    4.0    1.0    0.0    0.02    -0.34    0    0
0.97    0.93    2.0    270.0    4.0    0.0    0.0    -0.07    -0.34    0    0
0.09    0.82    6.0    249.0    4.0    0.0    0.0    -0.19    0.2    1    1
0.11    0.83    6.0    306.0    4.0    0.0    0.0    -0.12    -0.34    1    1
0.24    0.74    5.0    282.0    3.0    0.0    0.0    0.17    0.2    0    0
0.95    0.66    4.0    223.0    10.0    0.0    0.0    0.17    -0.34    0    0
0.77    0.58    4.0    243.0    4.0    1.0    1.0    -0.07    0.2    0    0
0.61    0.5    4.0    217.0    4.0    1.0    0.0    0.2    0.2    0    0
0.87    0.91    4.0    255.0    5.0    0.0    0.0    -0.12    0.2    0    1
0.56    0.81    4.0    216.0    2.0    0.0    0.0    -0.19    -0.34    0    0
0.57    0.96    4.0    264.0    2.0    0.0    0.0    -0.12    -0.34    0    0
0.57    0.81    3.0    142.0    2.0    0.0    0.0    -0.56    0.2    0    0
0.54    0.76    5.0    226.0    2.0    0.0    0.0    0.17    -0.34    0    0
0.58    0.49    3.0    167.0    3.0    0.0    0.0    0.17    0.2    0    0
0.71    0.66    5.0    187.0    2.0    0.0    0.0    -0.07    0.2    0    0
0.49    0.59    4.0    137.0    4.0    0.0    0.0    -0.19    1.0    0    0
0.1    0.8    6.0    261.0    4.0    0.0    0.0    0.9    -0.34    1    1
0.82    0.93    4.0    246.0    5.0    0.0    0.0    -0.07    0.2    0    1
0.16    0.88    6.0    218.0    3.0    0.0    0.0    -0.12    -0.34    1    0
0.91    0.71    2.0    159.0    3.0    1.0    0.0    -0.07    -0.34    0    0
0.37    0.46    2.0    158.0    3.0    0.0    0.0    -0.56    -0.34    1    1
0.2    0.97    4.0    237.0    5.0    0.0    0.0    0.17    0.2    1    0
0.65    0.89    4.0    204.0    8.0    1.0    0.0    -0.12    -0.34    0    0
0.96    0.93    5.0    141.0    2.0    1.0    0.0    -0.07    0.2    0    0
0.65    0.92    4.0    133.0    3.0    0.0    0.0    0.02    0.2    0    0
0.83    0.85    4.0    255.0    5.0    0.0    0.0    1.0    -0.34    0    1
0.89    0.63    4.0    270.0    3.0    1.0    0.0    -0.07    0.2    0    0
0.6    0.42    2.0    109.0    6.0    0.0    0.0    -0.07    -0.34    0    0
0.6    0.5    3.0    274.0    3.0    0.0    0.0    -0.12    0.2    0    0
0.86    0.86    4.0    227.0    2.0    0.0    0.0    0.2    -0.34    0    0
0.75    0.69    3.0    242.0    3.0    0.0    0.0    -0.07    1.0    0    0
0.39    0.56    2.0    142.0    3.0    0.0    0.0    -0.3    -0.34    1    1
0.43    0.53    2.0    146.0    3.0    0.0    0.0    0.02    -0.34    1    1
0.52    0.47    3.0    108.0    5.0    0.0    0.0    1.0    0.2    0    0
0.57    0.88    3.0    176.0    3.0    0.0    0.0    -0.12    -0.34    0    0
0.84    0.85    4.0    185.0    3.0    1.0    0.0    0.17    0.2    0    0
0.71    0.79    3.0    189.0    3.0    0.0    0.0    0.17    0.2    0    0
0.7    0.99    4.0    248.0    3.0    0.0    0.0    0.17    0.2    0    0
0.85    0.5    3.0    168.0    2.0    1.0    0.0    0.02    0.2    0    0
0.39    0.48    3.0    169.0    3.0    0.0    0.0    -0.12    0.2    0    0
0.54    0.78    3.0    156.0    7.0    0.0    0.0    -0.07    0.2    0    0
0.38    0.5    2.0    153.0    3.0    0.0    0.0    -0.12    -0.34    1    1
0.92    0.53    2.0    261.0    4.0    0.0    0.0    -0.12    -0.34    0    0
0.58    0.86    5.0    271.0    3.0    0.0    0.0    0.17    -0.34    0    0
0.78    0.98    5.0    263.0    6.0    0.0    0.0    -0.07    -0.34    0    1
0.78    0.68    5.0    168.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.52    0.61    4.0    187.0    4.0    1.0    0.0    -0.07    0.2    0    0
0.94    0.8    5.0    170.0    4.0    0.0    0.0    0.17    1.0    0    0
0.96    0.94    3.0    182.0    3.0    0.0    0.0    0.02    1.0    0    0
0.54    0.75    3.0    260.0    2.0    0.0    0.0    -0.19    -0.34    0    0
0.96    0.91    4.0    228.0    3.0    1.0    0.0    -0.12    -0.34    0    0
0.91    0.89    2.0    219.0    4.0    0.0    0.0    -0.19    -0.34    0    0
0.6    0.78    4.0    152.0    3.0    1.0    0.0    -0.19    0.2    0    0
0.18    0.54    6.0    209.0    5.0    1.0    0.0    -0.07    -0.34    0    0
0.71    0.37    2.0    179.0    5.0    0.0    1.0    -0.12    -0.34    0    0
0.95    0.48    4.0    225.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.62    0.87    4.0    221.0    3.0    1.0    0.0    -0.12    -0.34    0    0
0.65    0.78    4.0    205.0    2.0    0.0    0.0    -0.12    0.2    0    0
0.83    0.36    4.0    242.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.09    0.96    6.0    268.0    4.0    0.0    0.0    -0.19    0.2    1    1
0.33    0.7    5.0    271.0    4.0    0.0    0.0    0.9    -0.34    1    0
0.35    0.54    3.0    138.0    4.0    0.0    0.0    -0.12    -0.34    1    0
0.96    0.99    3.0    148.0    3.0    0.0    0.0    -0.12    0.2    0    0
0.75    0.59    3.0    117.0    3.0    1.0    0.0    0.9    0.2    0    0
0.1    0.87    6.0    286.0    4.0    0.0    0.0    0.17    0.2    1    1
0.38    0.56    2.0    148.0    3.0    0.0    0.0    -0.19    0.2    0    1
0.72    0.63    4.0    251.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.9    0.58    5.0    260.0    2.0    0.0    0.0    -0.12    0.2    0    0
0.1    0.81    6.0    309.0    4.0    0.0    0.0    -0.19    -0.34    1    1
0.77    0.81    4.0    164.0    3.0    0.0    0.0    -0.19    1.0    0    0
0.55    0.59    4.0    230.0    3.0    0.0    0.0    -0.19    -0.34    0    0
0.63    0.78    4.0    275.0    3.0    0.0    0.0    -0.12    -0.34    0    0
0.38    0.74    3.0    159.0    4.0    0.0    0.0    -0.19    0.2    0    0
0.88    0.57    4.0    261.0    4.0    0.0    0.0    -0.19    -0.34    0    0
0.45    0.47    2.0    160.0    3.0    0.0    0.0    -0.07    -0.34    1    1
0.81    0.55    3.0    199.0    2.0    1.0    0.0    0.17    0.2    0    0
0.71    0.72    4.0    137.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.21    0.85    5.0    153.0    3.0    0.0    0.0    -0.56    -0.34    1    0
0.85    0.49    4.0    142.0    3.0    0.0    0.0    -0.12    0.2    0    0
0.9    0.79    4.0    150.0    2.0    0.0    0.0    0.17    -0.34    0    0
0.49    0.69    2.0    128.0    2.0    0.0    0.0    -0.12    0.2    0    0
0.44    0.49    2.0    145.0    3.0    0.0    0.0    -0.07    -0.34    0    1
0.63    0.64    4.0    178.0    3.0    0.0    0.0    0.2    -0.34    0    0
0.72    0.84    3.0    167.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.61    0.42    3.0    145.0    4.0    0.0    1.0    -0.07    0.2    0    0
0.37    0.46    2.0    158.0    3.0    0.0    0.0    -0.56    -0.34    1    1
0.37    0.46    2.0    129.0    3.0    0.0    0.0    -0.3    -0.34    1    1
0.38    0.55    2.0    147.0    3.0    0.0    0.0    -0.07    -0.34    1    1
0.44    0.52    2.0    149.0    3.0    0.0    0.0    0.02    -0.34    0    1
0.68    0.69    4.0    176.0    3.0    1.0    0.0    0.17    0.2    0    0
0.73    0.52    4.0    215.0    3.0    0.0    0.0    -0.12    -0.34    0    0
0.11    0.89    6.0    272.0    4.0    0.0    0.0    0.2    0.2    1    1
0.41    0.54    2.0    138.0    3.0    0.0    0.0    -0.3    -0.34    1    1
0.91    1.0    5.0    244.0    6.0    0.0    0.0    -0.56    -0.34    0    1
0.43    0.47    2.0    144.0    3.0    0.0    0.0    -0.56    0.2    0    1
0.99    0.57    4.0    216.0    3.0    0.0    0.0    -0.07    1.0    0    0
0.95    0.66    5.0    192.0    3.0    0.0    0.0    0.02    0.2    0    0
0.15    0.53    6.0    222.0    3.0    0.0    0.0    -0.19    0.2    0    0
0.61    0.56    2.0    123.0    2.0    0.0    0.0    -0.07    0.2    0    0
0.45    0.61    5.0    179.0    5.0    0.0    0.0    -0.56    -0.34    0    0
0.83    0.83    3.0    186.0    3.0    1.0    1.0    0.02    0.2    0    0
0.11    0.92    7.0    255.0    4.0    0.0    0.0    -0.12    0.2    1    1
0.75    0.98    4.0    170.0    4.0    0.0    0.0    1.0    0.2    0    0
0.09    0.88    6.0    269.0    4.0    0.0    0.0    -0.19    0.2    1    1
0.77    0.62    3.0    218.0    2.0    0.0    0.0    -0.12    0.2    0    0
0.82    0.98    4.0    233.0    5.0    0.0    0.0    -0.07    -0.34    0    1
0.89    0.76    3.0    251.0    2.0    1.0    0.0    -0.07    -0.34    0    0
0.69    0.59    3.0    233.0    3.0    0.0    0.0    -0.12    0.2    0    0
0.92    0.67    4.0    161.0    4.0    1.0    0.0    0.02    -0.34    0    0
0.68    0.53    3.0    156.0    4.0    0.0    0.0    -0.3    0.2    0    0
0.84    0.97    4.0    253.0    2.0    1.0    0.0    -0.07    -0.34    0    0
0.44    0.53    2.0    149.0    3.0    0.0    0.0    -0.07    -0.34    1    1
0.95    0.79    4.0    174.0    3.0    0.0    0.0    -0.3    -0.34    0    0
0.73    0.92    3.0    199.0    3.0    1.0    0.0    1.0    0.2    0    0
0.77    0.71    5.0    250.0    3.0    1.0    0.0    -0.07    0.2    0    0
0.15    0.87    4.0    194.0    4.0    0.0    0.0    -0.07    -0.34    1    0
0.61    0.82    3.0    261.0    4.0    0.0    0.0    0.17    -0.34    0    0
0.47    0.56    4.0    226.0    3.0    0.0    0.0    0.02    -0.34    0    0
0.1    0.89    7.0    272.0    4.0    0.0    0.0    -0.07    0.2    1    1
0.57    0.56    2.0    159.0    3.0    0.0    0.0    -0.19    1.0    0    0
0.64    0.57    4.0    271.0    2.0    0.0    0.0    -0.07    0.2    0    0
0.95    0.61    3.0    224.0    2.0    1.0    0.0    -0.12    -0.34    0    0
0.91    0.63    4.0    210.0    3.0    0.0    0.0    0.9    0.2    0    0
0.84    0.56    3.0    266.0    3.0    0.0    0.0    -0.56    1.0    0    0
0.59    0.64    5.0    123.0    2.0    0.0    0.0    0.2    -0.34    0    0
0.81    0.66    3.0    160.0    2.0    0.0    0.0    0.17    0.2    0    0
0.48    0.9    4.0    201.0    4.0    0.0    0.0    0.02    0.2    0    0
0.83    0.66    3.0    239.0    3.0    0.0    0.0    -0.19    -0.34    0    0
0.99    0.92    4.0    229.0    2.0    0.0    0.0    -0.19    0.2    0    0
0.49    0.99    4.0    258.0    3.0    1.0    0.0    -0.07    -0.34    0    0
0.57    0.93    2.0    204.0    10.0    0.0    0.0    -0.3    -0.34    1    0
0.61    0.92    4.0    159.0    5.0    0.0    0.0    0.17    0.2    0    0
0.61    0.82    3.0    157.0    2.0    0.0    0.0    -0.3    -0.34    0    0
0.83    0.72    2.0    226.0    3.0    0.0    0.0    -0.19    -0.34    0    0
0.52    0.53    2.0    286.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.92    0.4    2.0    238.0    3.0    0.0    0.0    -0.3    -0.34    0    0
0.83    0.9    5.0    245.0    5.0    0.0    0.0    0.2    -0.34    0    1
0.88    0.89    4.0    135.0    3.0    0.0    0.0    0.17    0.2    0    0
0.49    0.66    3.0    155.0    3.0    0.0    1.0    -0.07    -0.34    0    0
0.16    0.96    5.0    137.0    5.0    1.0    0.0    -0.19    -0.34    0    0
0.15    0.94    5.0    244.0    6.0    0.0    0.0    -0.19    1.0    0    0
0.61    0.46    3.0    171.0    3.0    0.0    0.0    0.17    0.2    0    0
0.69    0.67    4.0    141.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.83    0.72    4.0    161.0    3.0    0.0    0.0    -0.56    -0.34    0    0
0.36    0.5    2.0    147.0    3.0    0.0    0.0    -0.19    0.2    0    1
0.37    0.45    2.0    131.0    3.0    0.0    0.0    -0.07    -0.34    1    1
0.83    0.7    5.0    168.0    3.0    0.0    0.0    -0.56    -0.34    0    0
0.77    0.57    5.0    162.0    3.0    0.0    0.0    0.02    1.0    0    0
0.83    0.84    4.0    146.0    3.0    0.0    0.0    -0.19    -0.34    0    0
0.72    0.49    3.0    203.0    3.0    0.0    1.0    0.9    0.2    0    0
0.86    1.0    5.0    257.0    5.0    0.0    0.0    -0.19    0.2    0    1
0.11    0.91    7.0    287.0    4.0    0.0    0.0    -0.07    -0.34    1    1
0.91    0.85    5.0    214.0    2.0    0.0    0.0    0.17    -0.34    0    0
0.16    0.76    6.0    210.0    5.0    0.0    0.0    -0.07    0.2    1    0
0.56    0.9    4.0    115.0    3.0    0.0    0.0    -0.19    0.2    0    0
0.79    0.63    3.0    212.0    2.0    1.0    0.0    -0.07    0.2    0    0
0.69    0.85    5.0    246.0    3.0    0.0    0.0    0.17    0.2    0    0
0.09    0.82    6.0    249.0    4.0    0.0    0.0    -0.19    0.2    1    1
0.38    0.56    2.0    156.0    3.0    0.0    0.0    -0.19    -0.34    1    1
0.62    0.52    5.0    256.0    4.0    0.0    0.0    0.2    0.2    0    0
0.41    0.56    2.0    143.0    3.0    0.0    0.0    -0.19    0.2    0    1
0.64    0.87    3.0    239.0    4.0    0.0    0.0    0.2    -0.34    0    0
0.54    0.75    3.0    240.0    3.0    0.0    0.0    -0.12    0.2    0    0
0.96    0.55    5.0    211.0    2.0    0.0    0.0    -0.07    -0.34    0    0
0.39    0.49    2.0    144.0    3.0    0.0    0.0    0.02    0.2    0    1
0.36    0.51    2.0    144.0    3.0    0.0    0.0    -0.07    -0.34    1    1
0.41    0.47    2.0    138.0    3.0    0.0    0.0    -0.07    -0.34    1    1
0.75    0.55    5.0    281.0    3.0    1.0    0.0    -0.07    -0.34    0    0
0.11    0.92    6.0    269.0    4.0    0.0    0.0    -0.3    0.2    1    1
0.85    0.75    3.0    214.0    3.0    0.0    0.0    -0.12    0.2    0    0
0.67    0.5    4.0    173.0    2.0    1.0    0.0    -0.12    1.0    0    0
0.9    0.62    3.0    233.0    5.0    1.0    0.0    -0.19    -0.34    0    0
0.43    0.53    2.0    146.0    3.0    0.0    0.0    0.02    -0.34    1    1
0.41    0.49    2.0    130.0    3.0    0.0    0.0    0.02    -0.34    1    1
0.39    0.54    2.0    149.0    3.0    0.0    0.0    -0.07    -0.34    1    1
0.9    0.6    3.0    255.0    4.0    1.0    0.0    0.02    -0.34    0    0
0.54    0.47    2.0    193.0    4.0    0.0    0.0    -0.07    0.2    0    0
0.19    0.94    4.0    196.0    5.0    0.0    0.0    -0.19    -0.34    1    0
0.52    0.69    4.0    164.0    2.0    0.0    0.0    0.17    0.2    0    0
0.77    0.93    3.0    227.0    3.0    0.0    0.0    1.0    1.0    0    0
0.76    0.57    5.0    255.0    4.0    0.0    0.0    1.0    0.2    0    0
0.78    0.59    3.0    212.0    2.0    0.0    0.0    -0.19    -0.34    0    0
0.51    0.74    6.0    98.0    3.0    0.0    0.0    -0.12    -0.34    0    0
0.29    0.57    5.0    98.0    5.0    0.0    0.0    -0.56    0.2    0    0
0.72    0.68    3.0    135.0    4.0    0.0    0.0    -0.07    0.2    0    0
0.89    0.61    3.0    211.0    2.0    0.0    0.0    -0.12    -0.34    0    0
0.51    0.83    3.0    133.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.74    0.73    3.0    156.0    8.0    0.0    0.0    1.0    0.2    0    0
0.87    0.56    4.0    121.0    2.0    0.0    1.0    -0.19    0.2    0    0
0.79    0.48    4.0    184.0    5.0    1.0    0.0    0.17    -0.34    0    0
0.81    0.6    3.0    140.0    2.0    0.0    0.0    -0.19    1.0    0    0
0.95    0.76    4.0    220.0    3.0    0.0    0.0    -0.12    0.2    0    0
0.14    0.98    5.0    172.0    5.0    0.0    0.0    -0.12    0.2    1    0
0.67    0.64    3.0    203.0    2.0    1.0    0.0    -0.19    -0.34    0    0
0.4    0.46    2.0    128.0    3.0    0.0    0.0    1.0    -0.34    0    1
0.75    0.53    4.0    224.0    4.0    1.0    0.0    -0.12    0.2    0    0
0.7    0.89    3.0    183.0    5.0    0.0    0.0    -0.12    -0.34    0    1
0.65    0.55    5.0    215.0    2.0    0.0    0.0    0.17    -0.34    0    0
0.37    0.57    2.0    155.0    3.0    0.0    0.0    -0.12    -0.34    1    1
0.86    0.87    3.0    205.0    4.0    0.0    0.0    -0.56    -0.34    0    0
0.78    0.99    4.0    255.0    6.0    0.0    0.0    -0.07    -0.34    0    1
0.63    0.48    4.0    179.0    3.0    0.0    0.0    0.02    -0.34    0    0
0.92    0.95    6.0    239.0    4.0    0.0    0.0    -0.07    0.2    0    0
0.97    0.96    5.0    210.0    6.0    1.0    0.0    -0.19    -0.34    0    0
0.56    0.66    5.0    216.0    2.0    0.0    0.0    -0.19    1.0    0    0
0.59    0.79    2.0    195.0    3.0    0.0    0.0    -0.56    -0.34    0    0
0.75    0.92    3.0    211.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.78    0.99    4.0    255.0    6.0    0.0    0.0    -0.07    -0.34    0    1
0.9    0.77    4.0    236.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.95    0.66    5.0    192.0    3.0    0.0    0.0    0.02    0.2    0    0
0.54    0.81    4.0    257.0    2.0    0.0    0.0    -0.12    -0.34    0    0
0.61    0.72    4.0    134.0    2.0    0.0    0.0    -0.3    0.2    0    0
0.98    0.71    5.0    217.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.68    0.68    3.0    143.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.79    0.66    3.0    154.0    4.0    0.0    0.0    -0.12    0.2    0    0
0.32    0.45    2.0    188.0    3.0    0.0    0.0    -0.07    -0.34    1    0
0.83    0.76    3.0    262.0    2.0    0.0    0.0    -0.3    0.2    0    0
0.49    0.77    2.0    254.0    2.0    0.0    0.0    -0.07    -0.34    1    0
0.87    0.88    5.0    269.0    5.0    0.0    0.0    -0.19    -0.34    0    1
0.76    0.76    5.0    175.0    3.0    0.0    0.0    0.17    -0.34    0    0
0.29    0.85    2.0    248.0    6.0    1.0    0.0    -0.12    -0.34    1    0
0.5    0.88    4.0    275.0    5.0    0.0    0.0    -0.3    -0.34    1    0
0.88    0.5    3.0    170.0    3.0    0.0    0.0    -0.19    0.2    0    0
0.54    0.64    2.0    128.0    2.0    0.0    0.0    -0.07    -0.34    0    0
0.65    0.7    4.0    157.0    4.0    0.0    0.0    -0.12    0.2    0    0
0.75    0.98    4.0    198.0    3.0    0.0    0.0    -0.12    -0.34    0    0
0.09    0.77    6.0    290.0    4.0    0.0    0.0    -0.19    0.2    1    1
0.84    0.56    5.0    224.0    2.0    0.0    0.0    -0.12    0.2    0    0
0.7    0.71    5.0    269.0    3.0    0.0    0.0    -0.19    -0.34    0    0
0.38    0.86    6.0    139.0    6.0    0.0    0.0    -0.19    0.2    0    1
0.11    0.8    7.0    296.0    4.0    0.0    0.0    -0.07    -0.34    1    1
0.74    0.69    3.0    230.0    2.0    0.0    0.0    -0.12    0.2    0    0
0.41    0.47    2.0    135.0    3.0    0.0    0.0    -0.12    -0.34    1    1
0.69    0.88    3.0    164.0    10.0    0.0    0.0    1.0    0.2    0    0
0.92    0.62    4.0    196.0    3.0    0.0    0.0    -0.12    0.2    0    0
0.69    0.53    3.0    153.0    3.0    0.0    0.0    -0.19    -0.34    0    0
0.48    0.93    3.0    150.0    10.0    0.0    0.0    -0.19    -0.34    1    0
0.4    0.48    2.0    142.0    3.0    0.0    0.0    -0.12    -0.34    1    1
0.87    0.52    3.0    152.0    4.0    0.0    0.0    -0.19    -0.34    0    0
0.89    0.86    5.0    275.0    5.0    0.0    0.0    -0.07    -0.34    0    1
0.55    0.49    5.0    240.0    3.0    0.0    0.0    -0.19    1.0    0    0
0.99    0.6    4.0    209.0    8.0    1.0    0.0    0.17    0.2    0    0
0.13    0.72    3.0    244.0    4.0    0.0    0.0    -0.19    0.2    1    0
0.62    0.73    3.0    138.0    3.0    0.0    0.0    0.9    0.2    0    0
0.83    0.87    3.0    156.0    3.0    0.0    0.0    -0.12    0.2    0    0
0.96    0.55    3.0    225.0    4.0    1.0    0.0    -0.07    0.2    0    0
0.99    0.92    5.0    213.0    2.0    0.0    0.0    -0.56    1.0    0    0
0.91    0.9    3.0    169.0    3.0    0.0    0.0    -0.19    -0.34    0    0
0.58    0.82    4.0    268.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.53    0.49    3.0    191.0    3.0    0.0    0.0    -0.12    1.0    0    0
0.75    0.73    2.0    152.0    4.0    0.0    0.0    0.17    -0.34    0    0
0.75    0.98    3.0    206.0    2.0    0.0    0.0    -0.56    -0.34    0    0
0.9    0.88    5.0    254.0    2.0    0.0    0.0    0.02    0.2    0    0
0.37    0.53    2.0    131.0    3.0    0.0    0.0    -0.07    -0.34    1    1
0.86    0.87    5.0    156.0    4.0    0.0    0.0    -0.07    -0.34    0    0
0.74    0.99    4.0    233.0    5.0    0.0    0.0    0.17    -0.34    0    1
0.74    0.55    4.0    262.0    3.0    0.0    0.0    -0.12    -0.34    0    0
0.88    0.84    4.0    171.0    4.0    1.0    0.0    -0.12    0.2    0    0
0.49    0.6    2.0    113.0    5.0    0.0    0.0    0.17    -0.34    1    0
0.77    0.77    3.0    219.0    2.0    0.0    0.0    -0.07    0.2    0    0
0.76    0.58    4.0    188.0    3.0    0.0    0.0    -0.19    -0.34    0    0
0.93    0.71    5.0    270.0    2.0    0.0    0.0    -0.19    1.0    0    0
0.96    0.85    4.0    173.0    3.0    0.0    0.0    0.02    1.0    0    0
0.97    0.91    2.0    112.0    5.0    0.0    0.0    0.17    -0.34    0    0
0.38    0.51    2.0    159.0    3.0    0.0    0.0    -0.07    0.2    0    1
0.27    0.42    6.0    173.0    7.0    0.0    0.0    -0.07    0.2    0    0
0.72    0.93    4.0    174.0    2.0    0.0    0.0    -0.07    -0.34    0    0
0.54    0.5    4.0    224.0    3.0    0.0    0.0    0.02    -0.34    0    0
0.81    0.56    3.0    142.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.37    0.43    2.0    155.0    2.0    0.0    0.0    0.17    -0.34    1    0
0.59    0.81    4.0    189.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.97    0.97    5.0    171.0    2.0    0.0    0.0    -0.07    1.0    0    0
0.79    0.95    3.0    222.0    4.0    0.0    0.0    -0.19    -0.34    0    0
0.45    0.63    5.0    111.0    5.0    0.0    0.0    1.0    0.2    0    0
0.8    0.97    5.0    271.0    4.0    0.0    0.0    -0.12    -0.34    0    0
0.84    0.93    3.0    242.0    4.0    0.0    0.0    -0.56    -0.34    0    0
0.96    0.86    2.0    163.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.76    0.98    2.0    111.0    2.0    0.0    0.0    0.17    -0.34    0    0
0.62    0.89    4.0    261.0    2.0    0.0    0.0    -0.19    0.2    0    0
0.78    0.57    3.0    177.0    3.0    0.0    0.0    -0.3    0.2    0    0
0.78    0.74    6.0    251.0    4.0    0.0    0.0    -0.19    -0.34    0    0
0.76    0.82    4.0    170.0    6.0    0.0    0.0    -0.07    0.2    0    0
0.88    0.76    4.0    159.0    4.0    1.0    0.0    -0.07    -0.34    0    0
0.18    0.81    5.0    140.0    4.0    0.0    0.0    -0.07    -0.34    1    0
0.9    0.67    2.0    229.0    4.0    0.0    0.0    -0.07    -0.34    0    0
0.8    0.55    4.0    144.0    5.0    1.0    0.0    0.2    1.0    0    0
0.87    0.87    5.0    207.0    2.0    0.0    0.0    -0.07    1.0    0    0
0.39    0.5    2.0    147.0    3.0    0.0    0.0    0.02    -0.34    1    1
0.98    0.85    4.0    178.0    3.0    0.0    0.0    -0.12    0.2    0    0
0.43    0.47    2.0    131.0    3.0    0.0    0.0    -0.3    -0.34    1    1
0.26    0.99    5.0    184.0    5.0    0.0    0.0    -0.56    -0.34    1    0
0.91    0.81    4.0    139.0    2.0    0.0    0.0    -0.19    1.0    0    0
0.59    0.73    3.0    172.0    6.0    0.0    0.0    0.2    0.2    0    0
0.77    0.73    4.0    159.0    3.0    1.0    0.0    -0.07    0.2    0    0
0.71    0.87    3.0    177.0    4.0    0.0    0.0    -0.56    0.2    0    1
0.24    0.82    5.0    179.0    6.0    0.0    0.0    -0.19    0.2    1    0
0.96    0.62    4.0    217.0    2.0    0.0    0.0    -0.12    0.2    0    0
0.64    0.56    3.0    257.0    6.0    0.0    0.0    0.02    0.2    0    0
0.32    0.5    2.0    135.0    5.0    0.0    0.0    -0.07    -0.34    1    1
0.84    0.98    4.0    246.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.68    0.57    5.0    187.0    4.0    0.0    0.0    -0.19    1.0    0    0
0.24    0.46    7.0    224.0    5.0    0.0    0.0    -0.3    0.2    0    1
0.78    0.93    4.0    161.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.39    0.57    2.0    145.0    3.0    0.0    0.0    -0.3    0.2    0    1
